"","RT","DIVISION","SPORDER","PUMA","REGION","STATE","ADJINC","PWGTP","CIT","COW","GCL","HIMRKS","HINS1","HINS2","HINS3","HINS4","HINS5","HINS6","HINS7","INTP","JWTRNS","LANX","MAR","MARHD","MARHM","MARHT","MARHW","MARHYP","MIG","MIL","NWAB","NWAV","NWLA","NWLK","NWRE","OIP","PAP","RETP","SCH","SCHL","SEMP","SEX","SSIP","SSP","WAGP","WKHP","WKWN","WRK","ANC","ANC1P","ANC2P","ESR","HICOV","HISP","INDP","MSP","NATIVITY","OC","OCCP","PERNP","PINCP","POBP","POVPIP","POWPUMA","POWSP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACAIAN","RACASN","RACBLK","RACNH","RACNUM","RACPI","RACSOR","RACWHT","RC","WAOB","Class"
"1918","P","1",1,"613","1","25","1019518",67,"1","2","2","0","1","2","2","2","2","2","2","0","1","1","1","2","2","1","2",2009,"1","4","3","5","3","3","3","0","0","0","1","23","0","2","0","0",135000,40,"52","1","1","46","999","1","1","1","8191","1","1","0","1825",135000,135000,"25",501,"600","25","1","2","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1920","P","1",1,"613","1","25","1019518",60,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","2","2",1978,"1","4","2","5","2","2","3","0","0","50000","1","16","0","1","0","0",0,40,"52","2","1","939","999","6","1","1","7860","1","1","0","3255",0,50000,"25",501,"600","25","1","2","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1922","P","1",1,"606","1","25","1019518",45,"1","1","2","2","2","1","2","1","2","2","2","0","1","2","3","2","2","2","2",2005,"3","4","2","3","2","2","3","0","0","0","1","17","0","1","26800","0",0,40,"52","2","1","50","999","6","1","1","7860","4","1","0","3255",0,26800,"54",174,"600","25","1","1","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1923","P","1",1,"1004","1","25","1019518",70,"1","1","2","0","1","2","1","2","2","2","2","0","1","2","2","2","2","1","2",1956,"3","4","3","5","3","3","3","0","0","0","1","19","0","2","0","1600",0,40,"52","1","4","999","999","6","1","1","7860","3","1","0","3255",0,1600,"25",449,"600","25","1","1","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","Yes"
"1924","P","1",2,"805","1","25","1019518",67,"4","1","2","0","1","2","2","2","2","2","2","0","11","2","1","2","2","1","2",2009,"1","4","3","5","3","3","3","0","0","0","1","21","0","2","0","0",6000,40,"52","1","2","100","130","1","1","1","7390","1","2","0","440",6000,6000,"100",45,"800","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","0","5","No"
"1926","P","1",1,"706","1","25","1019518",60,"1","1","2","0","1","2","2","2","2","2","2","6000","1","2","1","2","2","2","2",2020,"1","4","3","5","3","3","3","0","0","0","1","21","0","2","0","0",53000,38,"52","1","2","51","26","1","1","1","2880","1","1","0","5740",53000,59000,"25",484,"700","25","1","2","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1927","P","1",1,"603","1","25","1019518",111,"1","3","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","22","0","2","0","0",74000,40,"52","1","1","51","999","1","1","1","7860","6","1","0","2002",74000,74000,"25",474,"600","25","1","2","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1929","P","1",1,"604","1","25","1019518",49,"1","1","2","2","2","1","1","2","2","2","2","8100","1","2","5","2","2","1","2",1994,"1","4","2","5","2","2","3","0","0","37100","1","20","0","2","0","27600",0,40,"52","2","1","3","999","6","1","1","7860","6","1","0","3255",0,72800,"25",501,"600","25","1","1","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1930","P","1",2,"201","1","25","1019518",29,"1","3","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","2","2",2004,"1","4","3","5","3","3","3","0","0","0","1","22","0","2","0","0",75000,40,"52","1","2","22","32","1","1","1","7860","1","1","0","2320",75000,75000,"11",501,"290","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1932","P","1",2,"606","1","25","1019518",60,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","1","2",2009,"1","4","2","5","2","2","3","0","0","0","1","21","0","2","0","0",0,40,"52","2","3","996","999","6","1","1","7860","1","1","0","3255",0,0,"45",501,"600","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1933","P","1",1,"611","1","25","1019518",36,"1","6","2","2","2","1","1","2","2","2","2","0","2","2","1","2","2","1","2",2014,"1","4","3","5","3","3","3","0","0","0","1","22","75000","1","0","0",0,35,"52","1","1","46","999","1","1","1","7370","1","1","0","2635",75000,75000,"34",492,"600","25","1","1","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1935","P","1",2,"506","1","25","1019518",63,"1","2","2","0","1","2","2","2","2","2","2","20","1","2","1","2","2","1","2",1988,"1","4","3","5","3","3","3","0","0","0","1","21","0","2","0","0",1e+05,45,"52","1","1","50","999","1","1","1","8370","1","1","0","800",1e+05,100020,"25",501,"500","25","1","2","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1937","P","1",2,"603","1","25","1019518",93,"1","1","2","2","2","1","1","2","2","2","2","1900","1","2","1","2","2","1","2",1961,"1","3","2","3","2","2","2","0","0","26400","1","18","0","1","0","38000",0,40,"52","2","2","935","431","6","1","1","7860","1","1","0","3255",0,66300,"25",437,"600","25","1","1","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","Yes"
"1938","P","1",3,"1002","1","25","1019518",77,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","21","0","1","0","0",55000,40,"52","1","4","999","999","1","1","1","3390","6","1","0","5140",55000,55000,"25",501,"1100","25","1","2","3","9","9000","29","0","0","0","0","2","0","1","1","0","1","No"
"1941","P","1",1,"1004","1","25","1019518",62,"1","1","2","0","1","2","2","1","2","2","2","0","1","2","5","2","2","1","2",1994,"3","4","3","5","3","3","3","0","0","3000","1","18","0","2","0","0",45000,45,"52","1","3","996","999","1","1","1","5090","6","1","0","9005",45000,48000,"25",306,"1290","25","1","1","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1945","P","1",2,"603","1","25","1019518",49,"1","1","2","0","2","2","1","2","2","2","2","0","1","2","1","2","2","1","2",1980,"1","4","2","5","2","2","3","0","0","0","1","16","0","2","0","12000",0,40,"52","2","1","22","999","6","1","1","7860","1","1","0","3255",0,12000,"25",374,"600","25","2","1","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1946","P","1",1,"905","1","25","1019518",43,"1","5","2","0","2","2","2","2","1","2","2","0","1","2","1","2","1","1","2",2022,"3","3","3","5","3","3","3","0","0","0","1","19","0","1","0","0",60000,40,"52","1","1","50","999","4","1","1","9680","1","1","0","9825",60000,60000,"25",298,"1290","25","1","2","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1949","P","1",1,"402","1","25","1019518",120,"2","2","2","2","2","1","1","1","2","2","2","0","1","1","3","2","2","1","2",1981,"1","4","2","1","2","1","3","0","0","2000","1","20","0","2","0","0",0,40,"52","2","2","261","335","3","1","3","8090","4","1","0","5740",0,2000,"72",13,"600","25","1","1","2","3","5019","3","1","0","0","0","1","0","0","0","0","2","No"
"1950","P","1",1,"805","1","25","1019518",48,"4","1","2","0","2","2","2","1","2","2","2","200","1","1","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","21","0","2","0","0",6000,40,"52","1","1","275","999","1","1","5","7490","6","2","0","2861",6000,6200,"329",39,"900","25","2","1","2","9","9000","62","0","0","1","0","3","0","1","1","0","3","Yes"
"1952","P","1",2,"1103","1","25","1019518",45,"1","1","2","2","2","1","1","2","2","1","2","0","1","2","1","2","2","1","2",2015,"1","2","2","5","2","2","3","45900","0","0","1","20","0","1","0","39400",0,40,"52","2","1","94","999","6","1","1","7860","1","1","0","3255",0,85300,"25",501,"600","25","1","1","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1953","P","1",1,"704","1","25","1019518",89,"1","1","2","0","2","2","2","1","2","2","2","0","1","2","3","2","2","1","2",2000,"1","4","3","5","3","3","3","0","0","0","1","17","0","2","0","0",26600,40,"37","1","4","999","999","1","1","1","4891","4","1","0","4760",26600,26600,"6",169,"700","25","2","1","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1955","P","1",1,"802","1","25","1019518",22,"1","1","2","0","1","2","2","2","2","2","2","0","10","2","5","2","2","1","2",1994,"3","4","3","5","3","3","3","0","0","0","3","22","0","2","0","0",85000,40,"52","1","4","999","999","1","1","1","7280","6","1","0","800",85000,85000,"25",501,"800","25","1","2","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1956","P","1",2,"1001","1","25","1019518",92,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","3","2","2","2","2",2001,"1","4","3","5","3","3","3","0","0","0","1","16","0","1","0","0",79000,40,"52","1","2","84","22","1","1","1","6290","4","1","0","7210",79000,79000,"25",501,"900","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1958","P","1",3,"605","1","25","1019518",106,"1","1","2","2","2","1","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","18","0","1","0","0",35000,40,"52","1","2","50","84","1","1","1","770","6","1","0","6400",35000,35000,"25",298,"800","25","1","2","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1959","P","1",1,"905","1","25","1019518",102,"4","6","2","2","2","1","1","2","2","2","2","0","1","1","1","2","2","1","2",1976,"1","4","2","5","2","2","3","0","0","0","1","11","0","2","0","2300",0,40,"52","2","1","50","999","6","1","1","8170","1","2","0","3601",0,2300,"119",139,"600","25","1","1","3","1","1000","1","0","0","0","0","1","0","0","1","0","5","No"
"1960","P","1",2,"612","1","25","1019518",32,"4","1","2","0","1","2","2","2","2","2","2","0","11","1","1","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","16","0","1","0","0",83000,40,"52","1","1","706","999","1","1","1","7380","1","2","0","5240",83000,83000,"209",501,"600","25","1","2","3","6","4000","5","0","1","0","0","1","0","0","0","0","4","No"
"1961","P","1",1,"301","1","25","1019518",42,"1","1","2","2","2","1","1","2","2","2","2","0","1","2","3","2","2","1","2",1962,"1","4","2","5","2","2","3","0","0","10000","1","21","0","2","0","0",0,40,"52","2","1","32","999","6","1","1","7860","4","1","0","3255",0,10000,"39",69,"600","25","1","1","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1962","P","1",1,"507","1","25","1019518",48,"1","3","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","1","2",2019,"3","4","3","5","3","3","3","0","0","0","1","22","0","2","0","0",72000,35,"52","1","1","32","999","1","1","1","7860","1","1","0","3230",72000,72000,"25",501,"500","25","1","2","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1963","P","1",2,"608","1","25","1019518",148,"1","1","2","0","2","2","2","1","2","2","2","0","1","2","1","2","2","1","2",2020,"1","4","3","5","3","3","3","0","0","0","1","14","0","1","0","0",72000,40,"52","1","4","999","999","1","1","1","6380","1","1","0","440",72000,72000,"25",501,"800","25","2","1","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1964","P","1",3,"905","1","25","1019518",75,"1","1","2","0","1","2","2","2","2","2","2","0","1","1","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","24","0","1","0","0",138000,40,"52","1","1","706","999","1","1","1","8070","6","1","0","3040",138000,138000,"25",501,"900","25","1","2","3","6","4000","5","0","1","0","0","1","0","0","0","0","1","No"
"1965","P","1",2,"612","1","25","1019518",79,"1","4","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","1","2",2004,"1","4","3","5","3","3","3","0","0","0","1","21","0","2","0","0",80000,40,"52","1","2","50","51","1","1","1","9490","1","1","0","705",80000,80000,"25",501,"800","25","1","2","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1966","P","1",1,"805","1","25","1019518",14,"1","1","2","2","2","1","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"3","4","3","5","3","3","3","0","0","0","1","21","0","1","0","0",0,40,"52","1","4","999","999","6","1","1","7860","6","1","0","3255",0,0,"25",449,"600","25","1","2","1","2","3000","2","0","0","1","0","1","0","0","0","0","1","No"
"1968","P","1",1,"301","1","25","1019518",87,"1","1","2","0","1","2","2","2","2","2","2","750","1","2","1","2","2","2","2",2012,"1","4","2","5","2","2","3","0","0","0","1","18","0","1","0","0",64000,40,"52","1","1","26","999","1","1","1","6170","1","1","0","9130",64000,64750,"25",501,"400","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1969","P","1",3,"605","1","25","1019518",63,"1","1","2","0","2","2","2","1","2","2","2","0","11","2","1","2","2","1","2",2019,"1","4","3","5","3","3","3","0","0","0","1","21","0","2","0","0",40000,40,"52","1","4","999","999","1","1","1","8180","2","1","0","3401",40000,40000,"25",161,"600","25","2","1","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1971","P","1",2,"608","1","25","1019518",81,"1","1","2","0","1","2","1","2","2","2","2","0","1","2","1","2","2","1","2",1970,"1","3","2","5","2","2","3","0","0","10000","3","18","0","1","0","2000",0,40,"52","2","1","939","999","6","1","1","7860","1","1","0","3255",0,12000,"25",364,"600","25","1","1","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1973","P","1",1,"704","1","25","1019518",64,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","1","2",2015,"1","4","3","5","3","3","3","0","0","0","1","21","0","1","0","0",110000,45,"52","1","2","51","50","1","1","1","8680","1","1","0","4040",110000,110000,"25",501,"800","25","1","2","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1974","P","1",2,"702","1","25","1019518",63,"1","1","2","0","2","2","2","1","2","2","2","0","1","2","3","2","2","2","2",2012,"1","4","3","5","3","3","3","0","0","0","1","16","0","1","0","0",0,40,"52","1","4","999","999","6","1","3","7860","4","1","0","3255",0,0,"25",0,"600","25","2","1","3","8","8000","15","0","0","0","0","1","0","1","0","0","1","Yes"
"1977","P","1",1,"1101","1","25","1019518",51,"1","4","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","21","0","2","0","0",50000,40,"52","1","1","51","999","1","1","1","7580","6","1","0","820",50000,50000,"25",270,"1100","25","1","2","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","Yes"
"1978","P","1",1,"1102","1","25","1019518",85,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","1","2",1981,"1","4","3","5","3","3","3","0","0","0","1","20","0","2","0","0",80000,40,"52","1","1","50","999","1","1","1","6970","1","1","0","440",80000,80000,"25",501,"1100","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1979","P","1",2,"703","1","25","1019518",92,"1","1","2","0","2","2","2","1","2","2","2","0","1","2","3","2","2","1","2",1991,"1","4","2","5","2","2","3","0","0","0","1","16","0","2","0","14100",0,40,"52","2","2","26","51","6","1","1","7860","4","1","0","3255",0,14100,"25",211,"600","25","2","1","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1980","P","1",2,"506","1","25","1019518",16,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","16","0","2","0","0",28000,35,"52","1","4","999","999","1","1","1","8670","6","1","0","4230",28000,28000,"25",354,"500","25","1","2","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1981","P","1",1,"805","1","25","1019518",26,"1","1","2","0","2","2","1","2","2","1","2","0","1","2","5","2","2","1","2",1994,"1","2","2","5","2","2","3","36000","0","0","1","19","0","1","0","12000",0,40,"52","2","1","939","999","6","1","1","7860","6","1","0","3255",0,48000,"25",340,"600","25","2","1","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"1988","P","1",3,"901","1","25","1019518",54,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","2","11","0","1","0","0",0,40,"52","1","4","999","999","1","1","1","7860","6","1","1","3255",18000,0,"25",501,"600","25","1","2","1","9","9000","29","0","0","0","0","2","0","1","1","1","1","No"
