"","X","PUMA","PWGTP","CIT","HIMRKS","HINS1","HINS2","HINS3","HINS4","HINS6","LANX","MAR","MIG","MIL","NWAB","NWAV","NWLA","NWLK","RETP","SCH","SCHL","SEX","SSP","WAGP","ANC","ANC1P","ANC2P","ESR","MSP","NATIVITY","PINCP","POBP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACASN","RACBLK","RACNUM","RACSOR","RACWHT","WAOB","Class"
"2021",2289,502,61,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,18,1,0,65000,2,50,26,1,1,1,65000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2022",2290,706,131,1,2,2,1,2,2,2,2,5,1,4,2,5,2,2,0,1,18,1,0,0,2,50,939,6,6,1,6000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2023",2291,610,73,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,1,21,2,0,58000,2,50,51,1,6,1,58000,9,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"2024",2292,1201,116,1,0,1,2,2,2,2,2,1,1,4,3,5,3,2,0,1,22,1,0,93000,1,195,999,1,2,1,93000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2025",2294,902,134,4,2,2,1,2,2,2,2,1,1,4,3,5,3,3,0,1,22,2,0,50000,4,999,999,1,1,2,50000,206,1,2,3,6,4000,5,1,0,1,0,0,4,"0"
"2026",2296,503,63,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,21,2,0,100000,2,50,142,1,1,1,100000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2027",2297,1002,50,4,0,1,2,2,2,2,1,1,1,4,3,5,3,3,0,1,21,2,0,24000,2,720,795,1,1,2,24000,233,1,2,3,6,4008,6,1,0,1,0,0,4,"0"
"2028",2299,601,47,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,1,21,2,0,80000,2,32,22,1,6,1,85500,9,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"2029",2301,1002,60,1,0,1,2,2,2,2,2,5,1,4,2,5,2,2,0,2,11,2,0,0,2,148,50,1,6,1,0,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2030",2302,704,80,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,1,21,1,0,60000,2,51,142,1,6,1,60000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2031",2303,201,29,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,17,2,0,24300,1,939,999,1,1,1,24300,36,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"2032",2304,613,95,1,0,1,2,1,1,2,2,1,1,4,3,5,3,3,18000,1,21,2,28900,120000,1,190,999,1,1,1,166900,39,1,1,4,1,1000,1,0,0,1,0,1,1,"0"
"2033",2305,1004,59,1,0,2,2,1,2,2,2,1,1,4,2,5,2,2,0,1,20,2,12800,0,1,84,999,6,1,1,12800,25,2,1,3,1,1000,1,0,0,1,0,1,1,"0"
"2034",2306,402,79,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,3,19,2,0,0,1,939,999,6,6,1,0,36,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2035",2307,1003,158,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,1,22,1,0,68000,2,84,22,1,6,1,68000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2036",2308,1101,159,4,0,1,2,2,2,2,1,1,1,4,2,5,2,2,0,1,21,1,0,60000,2,795,720,1,1,2,60000,233,1,2,3,6,4008,6,1,0,1,0,0,4,"0"
"2037",2309,608,103,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,1,21,1,0,88000,2,51,50,1,6,1,88000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"2038",2310,608,112,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,1,21,2,0,45000,2,50,129,1,6,1,45000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2039",2311,1301,46,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,19,1,0,31000,1,917,999,1,1,1,71000,25,1,2,3,3,5013,3,0,0,1,0,0,1,"0"
"2040",2312,703,184,1,0,2,2,2,1,2,2,4,1,4,2,5,2,2,0,1,19,2,0,0,2,22,88,6,5,1,0,25,2,1,4,1,1000,1,0,0,1,0,1,1,"1"
"2041",2313,611,33,1,2,2,1,2,2,2,2,5,1,4,3,5,3,3,0,1,23,2,0,8000,2,142,125,1,6,1,8020,37,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2042",2314,701,44,4,0,1,2,2,2,2,1,5,1,4,3,5,3,3,0,1,21,2,0,70000,4,999,999,1,6,2,70000,362,1,2,3,9,9000,29,0,0,2,1,1,3,"0"
"2043",2315,901,59,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,19,1,0,63000,4,999,999,1,1,1,63000,56,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"2044",2316,507,79,1,0,2,2,1,2,2,2,3,1,4,2,2,2,2,0,1,16,1,1400,0,1,935,999,6,4,1,1400,25,2,1,3,1,1000,1,0,0,1,0,1,1,"0"
"2045",2317,201,55,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,16,2,0,30000,3,996,999,1,1,1,30000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2046",2319,1104,88,1,0,1,2,2,2,2,2,5,1,4,2,5,2,2,0,2,14,1,0,0,1,50,999,6,6,1,0,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2047",2321,612,98,4,0,1,2,2,2,2,1,5,1,4,3,5,3,3,0,1,22,2,0,74000,4,999,999,1,6,2,74250,362,1,2,1,8,8000,15,0,0,1,1,0,3,"1"
"2048",2322,902,70,4,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,23,2,0,35000,1,720,999,1,1,2,35000,233,1,2,4,6,4008,6,1,0,1,0,0,4,"0"
"2049",2324,904,70,1,0,2,2,1,1,2,2,2,1,4,3,5,3,3,0,1,21,2,18800,0,4,999,999,6,3,1,18800,37,2,1,2,1,1000,1,0,0,1,0,1,1,"1"
"2050",2325,902,49,1,0,1,2,1,2,2,2,1,1,4,2,5,2,2,35300,1,24,1,45500,0,2,94,22,6,1,1,80800,6,1,1,4,1,1000,1,0,0,1,0,1,1,"0"
"2051",2326,201,14,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,24,2,0,120000,1,50,999,1,1,1,120000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2052",2327,608,35,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,24,1,0,175000,1,939,999,1,1,1,175000,36,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"2053",2329,703,197,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,21,1,0,148000,2,261,129,1,1,1,148000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"2054",2331,601,4,1,0,2,2,1,1,2,2,5,1,4,2,5,2,2,1000,1,1,1,0,0,4,999,999,6,6,1,1000,25,2,1,2,1,1000,1,0,0,1,0,1,1,"1"
"2055",2332,506,48,1,0,2,2,1,2,2,2,5,1,4,3,5,2,3,0,1,21,2,17000,20000,1,51,999,1,6,1,37000,25,2,1,3,1,1000,1,0,0,1,0,1,1,"0"
"2056",2333,403,213,1,0,2,2,2,1,2,2,5,1,4,3,5,3,3,0,1,16,2,0,0,1,998,999,1,6,1,30400,25,2,1,2,1,1000,1,0,0,1,0,1,1,"0"
"2057",2334,1104,146,5,0,2,2,2,1,2,1,2,1,4,3,5,3,3,0,1,16,2,0,24000,1,593,999,1,3,2,24000,461,2,1,3,2,3000,2,0,1,1,0,0,6,"0"
"2058",2336,802,56,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,1,21,1,0,115000,2,46,51,1,6,1,115000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2059",2337,606,54,1,2,2,1,2,2,2,2,1,1,4,3,5,3,3,0,1,22,2,0,0,2,51,32,1,1,1,160000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2060",2338,1002,97,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,21,2,0,65000,1,84,999,1,1,1,65000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"2061",2339,201,54,1,0,1,2,1,2,2,2,2,1,4,3,5,3,3,1200,1,21,2,2000,30000,2,22,51,1,3,1,33200,25,1,1,2,1,1000,1,0,0,1,0,1,1,"0"
"2062",2340,1103,51,1,0,1,2,1,2,2,2,2,1,4,3,5,3,2,0,1,16,2,22000,0,1,50,999,6,3,1,22000,36,1,1,3,1,1000,1,0,0,1,0,1,1,"1"
"2063",2341,604,3,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,1,21,1,0,38400,1,22,999,1,6,1,36300,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2064",2342,611,44,1,0,1,2,2,2,2,2,5,3,4,3,5,3,3,0,1,22,2,0,150000,2,50,32,1,6,1,150000,51,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2065",2343,1004,219,1,0,2,2,2,1,2,2,5,1,4,2,5,2,2,0,1,16,2,0,2000,4,999,999,6,6,1,2000,25,2,1,4,1,1000,1,0,0,1,0,1,1,"0"
"2066",2344,610,70,5,0,1,2,2,2,2,1,1,1,4,3,5,3,3,0,1,16,1,0,30000,1,716,999,1,1,2,30000,209,1,2,2,6,4000,5,1,0,1,0,0,4,"0"
"2067",2345,803,102,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,1,23,2,0,105000,1,88,999,1,6,1,105000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"2068",2346,201,35,1,0,2,2,1,2,2,2,1,1,4,2,1,2,2,0,1,16,2,22000,0,2,22,88,6,1,1,22000,25,2,1,2,1,1000,1,0,0,1,0,1,1,"0"
"2069",2347,603,122,1,0,1,2,2,2,2,2,5,1,4,2,5,2,2,0,2,12,2,0,0,2,51,50,1,6,1,0,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2070",2348,704,135,4,0,1,2,2,2,2,1,1,1,4,3,5,3,3,0,3,21,1,0,100000,4,999,999,2,1,2,100000,332,1,2,1,2,3000,2,0,1,1,0,0,3,"0"
"2071",2349,603,69,1,0,1,2,1,2,2,2,3,1,4,2,5,2,2,42000,1,18,2,23900,0,2,50,22,6,4,1,65900,25,1,1,3,1,1000,1,0,0,1,0,1,1,"0"
"2072",2350,901,50,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,21,1,0,180000,2,50,51,1,1,1,180000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2073",2351,702,46,2,0,1,2,2,2,2,1,1,1,4,3,5,3,3,0,1,16,1,0,32000,1,261,999,1,1,1,32000,72,1,2,3,9,9000,29,0,0,2,1,1,2,"0"
"2074",2352,601,59,4,0,2,2,1,2,2,1,1,1,4,2,5,2,2,1800,1,24,1,23100,0,1,706,999,6,1,2,25040,207,2,1,4,6,4000,5,1,0,1,0,0,4,"0"
"2075",2353,1004,52,1,0,1,2,1,2,2,2,1,1,4,2,5,2,2,19100,1,19,1,3200,0,2,22,26,6,1,1,22300,25,1,1,4,1,1000,1,0,0,1,0,1,1,"0"
"2076",2354,605,42,1,2,1,1,2,1,2,1,5,1,4,3,5,3,3,0,1,18,1,0,50000,1,222,999,1,6,1,50000,25,1,1,1,8,8000,15,0,0,1,1,0,1,"0"
"2077",2357,606,61,1,0,1,2,2,2,2,2,5,1,4,2,5,2,2,0,2,15,1,0,0,2,51,490,6,6,1,0,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2078",2358,604,111,1,0,1,2,2,2,2,2,1,1,4,2,1,2,1,0,1,21,2,0,0,2,88,153,3,1,1,7000,36,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2079",2359,804,115,1,0,2,2,1,1,2,2,5,3,4,2,5,2,2,0,1,23,2,11900,0,1,902,999,6,6,1,13400,45,2,1,1,2,3000,2,0,1,1,0,0,1,"1"
"2080",2361,601,76,1,0,2,2,2,1,2,2,3,3,4,3,5,3,3,0,1,16,1,0,0,4,999,999,6,4,1,0,44,2,1,1,1,1000,1,0,0,1,0,1,1,"0"
"2081",2362,1001,101,1,2,2,1,1,2,2,2,2,1,4,2,5,2,2,0,1,19,2,14400,0,2,22,94,6,3,1,14400,44,1,1,1,1,1000,1,0,0,1,0,1,1,"0"
"2082",2363,201,19,1,2,2,1,1,2,2,2,1,1,4,2,5,2,2,0,1,22,2,30000,0,2,490,195,6,1,1,60000,55,1,1,2,1,1000,1,0,0,1,0,1,1,"0"
"2083",2364,803,124,4,0,2,2,2,1,2,1,5,1,4,3,5,3,3,0,1,16,2,0,20000,1,785,999,1,6,2,20000,247,2,1,4,6,4014,9,1,0,1,0,0,4,"0"
"2084",2365,1101,37,1,0,2,2,1,2,2,2,1,1,4,2,5,2,2,0,1,16,2,6000,0,1,51,999,6,1,1,6000,25,2,1,2,1,1000,1,0,0,1,0,1,1,"0"
"2085",2367,609,108,1,0,2,2,1,2,2,2,1,1,4,2,5,2,2,0,1,16,2,1400,0,1,50,999,6,1,1,1400,25,2,1,2,1,1000,1,0,0,1,0,1,1,"1"
"2086",2368,506,85,1,0,1,2,1,2,2,2,1,1,4,2,1,2,1,22000,1,23,1,0,70000,2,100,26,3,1,1,92000,25,1,1,2,1,1000,1,0,0,1,0,1,1,"0"
"2087",2369,503,55,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,21,2,0,12000,1,51,999,1,1,1,12100,39,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2088",2370,705,61,1,2,1,1,2,2,2,2,5,1,4,3,5,3,3,0,2,19,2,0,5800,1,785,999,1,6,1,5800,25,1,2,4,6,4014,9,1,0,1,0,0,1,"0"
"2089",2371,801,52,1,0,1,2,1,2,2,2,3,1,3,2,5,2,2,4000,1,18,1,25000,0,2,50,22,6,4,1,29100,25,1,1,1,1,1000,1,0,0,1,0,1,1,"0"
"2090",2372,903,59,1,0,1,2,1,2,2,2,2,1,4,2,5,2,2,76000,1,22,2,0,0,2,50,142,6,3,1,76000,25,1,1,3,1,1000,1,0,0,1,0,1,1,"0"
"2091",2373,607,128,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,24,1,0,120000,2,210,195,1,1,1,120000,48,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"2092",2374,1103,96,1,0,1,2,2,2,2,2,5,3,4,3,5,3,3,0,1,21,1,0,40000,1,50,999,1,6,1,40000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"2093",2376,904,51,4,0,2,2,1,2,2,2,1,1,4,2,5,2,2,28500,1,22,1,0,2800,1,902,999,6,1,2,31300,324,2,1,2,2,3000,2,0,1,1,0,0,3,"0"
"2094",2377,1301,93,1,2,1,1,2,2,2,2,1,1,4,3,5,3,3,0,1,16,1,0,49100,4,999,999,1,1,1,49100,34,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"2095",2378,1103,101,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,22,1,0,59000,2,50,32,1,1,1,59000,23,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"2096",2379,802,33,1,2,2,1,1,1,1,2,3,1,2,2,5,2,2,0,1,17,1,7000,0,2,50,51,6,4,1,9000,25,1,1,1,1,1000,1,0,0,1,0,1,1,"0"
"2097",2380,1201,76,4,0,2,2,1,2,2,2,1,1,2,2,5,2,2,15000,1,23,1,31000,0,1,22,999,6,1,2,62500,301,1,1,2,1,1000,1,0,0,1,0,1,7,"1"
"2098",2381,704,53,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,1,21,2,0,60000,4,999,999,1,6,1,68000,25,1,2,2,9,9000,19,1,0,2,0,1,1,"0"
"2099",2382,201,78,1,1,2,1,2,1,2,2,5,1,4,2,5,2,3,31600,1,16,1,0,0,4,999,999,1,6,1,46100,28,1,1,4,1,1000,1,0,0,1,0,1,1,"0"
"2100",2384,1103,80,1,2,2,1,2,2,2,2,5,1,4,3,5,3,3,0,3,21,2,0,45000,2,50,939,1,6,1,45000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"2101",2385,802,172,5,0,2,2,2,1,2,1,3,1,4,3,5,3,3,0,1,11,1,0,35000,1,234,999,1,4,2,35000,364,2,1,2,9,9000,29,0,0,2,1,1,3,"0"
"2102",2386,606,153,4,0,1,2,2,2,2,1,1,1,4,3,5,3,3,0,1,20,1,0,55000,1,425,999,1,1,2,55000,224,1,2,1,1,1000,1,0,0,1,0,1,4,"0"
"2103",2387,704,68,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,21,2,0,150000,1,51,999,1,1,1,150000,34,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"2104",2388,604,134,1,0,1,2,2,2,2,2,5,1,4,2,5,2,2,0,2,14,1,0,20000,2,706,88,1,6,1,20100,4,1,2,1,9,9000,19,1,0,2,0,1,1,"0"
"2105",2389,603,96,1,0,2,2,2,1,2,2,1,1,4,3,5,3,3,0,1,16,1,0,90000,2,50,51,1,1,1,90000,25,2,1,2,1,1000,1,0,0,1,0,1,1,"0"
"2106",2390,507,111,1,0,2,2,2,1,2,2,5,1,4,2,1,2,1,0,1,17,1,0,32000,3,996,999,3,6,1,32000,44,2,1,2,1,1000,1,0,0,1,0,1,1,"0"
"2107",2391,506,91,1,2,1,1,1,2,2,2,1,1,4,2,5,2,2,0,1,16,2,3600,0,1,50,999,6,1,1,3600,25,1,1,1,1,1000,1,0,0,1,0,1,1,"0"
"2108",2393,608,96,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,1,21,2,0,32000,2,142,935,1,6,1,32000,34,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"2109",2394,507,82,1,0,1,2,1,2,2,2,1,1,4,2,5,2,2,35800,1,22,2,3700,0,3,996,999,6,1,1,39500,25,1,1,1,1,1000,1,0,0,1,0,1,1,"0"
"2110",2395,611,56,2,0,1,2,2,2,2,1,5,3,4,2,5,2,2,0,3,16,2,0,0,1,261,999,6,6,1,0,72,1,2,2,9,9000,29,0,0,2,1,1,2,"0"
"2111",2396,703,62,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,22,1,0,165000,1,50,999,1,1,1,166000,9,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2112",2397,1002,57,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,16,2,0,50000,4,999,999,1,1,1,50000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"2113",2398,403,90,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,1,20,1,0,90000,1,50,999,1,6,1,90000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2114",2399,1101,142,5,0,2,2,2,1,2,1,5,1,4,3,5,3,3,0,1,23,2,0,0,4,999,999,1,6,2,20000,408,2,1,4,9,9000,38,0,1,2,1,0,6,"0"
"2115",2400,503,48,4,0,1,2,2,2,2,2,1,3,4,3,5,3,3,0,1,21,2,0,49800,1,706,999,1,1,2,49800,207,1,2,1,6,4000,5,1,0,1,0,0,4,"0"
"2116",2401,100,17,1,0,1,2,1,2,2,2,1,1,4,3,5,3,3,5000,1,16,2,0,65000,2,935,22,1,1,1,70000,25,1,1,2,1,1000,1,0,0,1,0,1,1,"0"
"2117",2403,1001,92,1,0,2,2,2,1,2,2,5,1,4,3,5,3,3,0,2,16,2,0,12400,1,939,999,1,6,1,18900,9,2,1,3,1,1000,1,0,0,1,0,1,1,"0"
"2118",2404,902,58,1,0,1,2,1,2,2,2,1,1,4,3,5,3,3,10400,1,22,1,33500,0,2,998,190,1,1,1,54900,6,1,1,4,1,1000,1,0,0,1,0,1,1,"0"
"2119",2405,401,112,1,0,2,2,2,2,1,2,3,3,2,2,5,2,2,0,1,19,1,0,0,1,939,999,6,4,1,28300,51,2,1,3,1,1000,1,0,0,1,0,1,1,"1"
"2120",2406,1201,38,1,0,2,2,1,2,2,2,3,1,4,2,5,2,2,14000,1,16,2,21800,0,4,999,999,6,4,1,35800,25,2,1,2,8,8000,15,0,0,1,1,0,1,"1"
"2121",2407,904,22,1,0,2,2,1,1,2,2,5,1,4,2,5,2,2,0,1,1,1,0,0,3,996,999,6,6,1,11800,25,2,1,3,2,3000,2,0,1,1,0,0,1,"1"
"2122",2408,201,46,1,2,2,1,2,2,2,2,3,1,4,3,5,3,3,0,1,16,2,0,0,1,935,999,1,4,1,20000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2123",2410,606,62,5,0,2,2,1,1,2,1,2,1,4,2,5,2,2,0,1,22,2,0,0,1,706,999,6,3,2,0,207,2,1,1,6,4000,5,1,0,1,0,0,4,"0"
"2124",2411,706,97,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,23,1,0,0,4,999,999,6,1,1,0,36,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2125",2412,705,82,4,0,1,2,2,2,2,1,5,1,4,3,5,3,3,0,1,13,1,0,62000,4,999,999,1,6,2,62000,312,1,2,2,8,8000,15,0,0,1,1,0,3,"0"
"2126",2413,1003,71,1,2,2,1,2,2,2,2,5,1,4,3,5,3,3,0,1,19,1,0,35000,2,84,50,1,6,1,35000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"2127",2414,1004,100,1,2,2,1,1,2,2,2,3,1,4,2,5,2,2,0,1,21,2,14400,20000,1,50,999,1,4,1,34400,17,1,1,2,1,1000,1,0,0,1,0,1,1,"0"
"2128",2415,706,67,1,0,1,2,2,2,2,2,5,3,4,3,5,3,3,0,1,22,1,0,104000,2,50,51,1,6,1,104000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"2129",2416,1301,135,1,0,2,2,2,1,2,2,5,1,4,2,5,2,2,0,1,21,2,0,0,2,22,153,6,6,1,50000,36,2,1,4,1,1000,1,0,0,1,0,1,1,"0"
"2130",2417,904,129,1,0,1,2,2,2,2,2,1,1,4,2,5,2,2,72000,1,22,2,0,0,1,50,999,6,1,1,72000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"2131",2418,507,83,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,10800,1,20,1,0,100000,2,153,51,1,1,1,110800,9,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2132",2419,1004,80,1,0,2,2,1,1,2,2,2,1,4,3,5,3,3,0,1,13,2,2800,0,1,50,999,6,3,1,2800,25,2,1,1,1,1000,1,0,0,1,0,1,1,"1"
"2133",2420,801,90,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,3,19,2,0,6000,4,999,999,1,6,1,6000,12,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"2134",2421,403,111,1,0,2,2,2,1,2,2,3,1,2,3,5,3,3,30000,1,21,1,0,18000,1,142,999,1,4,1,48000,25,2,1,4,1,1000,1,0,0,1,0,1,1,"1"
"2135",2422,602,64,1,0,1,2,2,2,2,2,5,3,4,2,1,2,1,0,1,19,2,0,40500,1,210,999,1,6,1,40500,34,1,2,4,8,8000,15,0,0,1,1,0,1,"0"
"2136",2423,706,66,1,0,2,2,1,1,2,2,3,1,2,2,5,2,2,0,1,16,1,0,0,4,999,999,6,4,1,14700,25,2,1,2,1,1000,1,0,0,1,0,1,1,"0"
"2137",2424,403,46,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,1,16,1,0,103000,1,935,999,1,6,1,103000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2138",2425,1004,79,4,0,1,2,2,2,2,1,5,1,4,3,5,3,3,0,2,19,1,0,39000,1,261,999,1,6,2,39000,129,1,2,2,1,1000,1,0,0,1,0,1,5,"0"
"2139",2426,702,49,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,21,2,0,100000,2,50,22,1,1,1,100300,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2140",2427,1301,44,1,0,1,2,1,2,2,2,1,1,4,2,5,2,2,2000,1,16,2,10400,0,2,22,920,6,1,1,13600,36,1,1,1,9,9000,17,0,0,2,0,1,1,"0"
"2141",2428,906,19,1,0,2,2,2,2,2,2,5,3,4,2,5,2,2,0,3,16,1,0,570,1,114,999,6,6,1,570,9,2,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2142",2431,301,171,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,22,1,0,90000,2,87,935,1,1,1,90000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"2143",2432,1301,84,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,17,1,0,40000,2,935,50,1,1,1,40000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"2144",2433,610,47,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,2,14,2,0,380,1,195,999,1,6,1,380,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"2145",2434,604,50,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,20900,1,21,2,7900,1300,2,931,32,1,1,1,30100,36,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"2146",2435,201,18,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,22,2,0,89000,1,50,999,1,1,1,89000,9,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"2147",2436,506,71,4,0,1,2,2,2,2,1,1,1,4,3,5,3,3,0,1,16,1,0,50000,4,999,999,1,1,2,50000,210,1,2,3,6,4000,5,1,0,1,0,0,4,"0"
"2148",2437,1103,114,1,0,2,2,2,1,2,2,5,1,4,3,5,3,3,0,1,19,2,0,26000,1,50,999,1,6,1,26000,25,2,1,3,1,1000,1,0,0,1,0,1,1,"0"
"2149",2438,1104,80,1,2,2,1,1,2,2,2,2,1,4,3,5,3,3,1500,1,16,1,29000,0,4,999,999,6,3,1,30500,25,1,1,2,1,1000,1,0,0,1,0,1,1,"0"
"2150",2439,403,82,1,2,2,1,1,2,1,2,1,1,2,2,5,2,2,8000,1,17,1,27000,0,1,935,999,6,1,1,74000,25,1,1,4,1,1000,1,0,0,1,0,1,1,"0"
"2151",2440,802,81,1,0,2,2,1,1,2,2,5,1,4,2,1,2,1,0,1,17,1,21500,0,1,51,999,3,6,1,35900,25,2,1,1,1,1000,1,0,0,1,0,1,1,"1"
"2152",2441,802,30,1,0,1,2,2,2,2,2,5,3,4,3,5,3,3,0,1,19,1,0,85000,4,999,999,1,6,1,85000,42,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2153",2443,804,144,1,0,1,2,2,2,2,2,5,3,4,3,5,3,3,0,1,19,1,0,10000,2,32,22,1,6,1,10000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2154",2445,1001,64,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,21,1,0,180000,1,22,999,1,1,1,182000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"2155",2446,905,60,1,0,2,2,1,2,2,2,2,1,4,3,5,3,2,9200,1,15,2,12200,0,1,50,999,6,3,1,21400,25,2,1,2,1,1000,1,0,0,1,0,1,1,"1"
"2156",2447,301,45,1,2,2,1,1,2,2,2,1,1,4,3,5,3,3,1800,1,23,2,39800,0,2,88,22,1,1,1,139600,25,1,1,2,1,1000,1,0,0,1,0,1,1,"0"
"2157",2448,610,107,5,0,1,2,2,2,2,1,5,1,4,3,5,3,3,0,1,22,2,0,123000,1,615,999,1,6,2,123000,210,1,2,1,6,4015,4,1,0,1,0,0,4,"0"
