"SPORDER","PUMA","PWGTP","CIT","HIMRKS","HINS1","HINS2","HINS3","HINS4","HINS6","INTP","LANX","MAR","MIG","MIL","NWAB","NWAV","NWLA","NWLK","RETP","SCH","SCHL","SEX","SSP","WAGP","ANC","ANC1P","ANC2P","ESR","MSP","NATIVITY","PINCP","POBP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACASN","RACBLK","RACNUM","RACSOR","RACWHT","WAOB","Class"
1,100,103,1,0,2,2,1,1,2,0,2,5,1,4,2,1,2,1,0,1,17,1,3000,500,1,51,999,3,6,1,11700,25,2,1,1,1,1000,1,0,0,1,0,1,1,"Yes"
2,507,55,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,23,2,0,72000,2,142,148,1,1,1,72000,9,1,2,1,1,1000,1,0,0,1,0,1,1,"No"
3,704,54,1,0,1,2,2,2,2,0,2,5,1,4,2,5,2,2,0,2,12,2,0,0,1,51,999,1,6,1,0,25,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
3,1004,142,1,0,2,2,2,1,2,0,2,5,1,4,2,5,2,2,0,3,11,2,0,0,2,261,22,1,6,1,0,33,2,1,4,9,9000,29,0,0,2,1,1,1,"Yes"
1,905,211,1,0,2,2,2,1,2,0,2,5,1,4,2,5,2,2,0,1,20,2,0,0,1,902,999,6,6,1,1300,25,2,1,2,2,3000,2,0,1,1,0,0,1,"No"
1,802,165,2,0,2,2,1,1,2,0,1,5,1,4,2,5,2,2,0,1,3,1,0,0,1,261,999,6,6,1,12320,72,2,1,1,9,9000,62,0,1,3,1,1,2,"No"
1,1103,55,3,2,2,1,1,2,2,0,1,5,1,4,3,5,3,3,5600,1,16,1,14500,35000,1,510,999,1,6,1,55100,408,1,1,4,8,8000,15,0,0,1,1,0,6,"No"
1,401,101,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,19,2,0,50000,2,51,88,1,1,1,50000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
2,503,71,5,0,1,2,2,2,2,0,1,1,3,4,3,5,3,3,0,3,21,2,0,65000,1,152,999,1,1,2,65000,154,1,2,4,1,1000,1,0,0,1,0,1,5,"No"
2,606,53,5,0,1,2,2,2,2,0,1,1,1,4,3,5,3,3,0,1,22,1,0,140000,4,999,999,1,1,2,140000,210,1,2,2,6,4015,4,1,0,1,0,0,4,"No"
2,803,84,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,21,2,0,70000,1,142,999,1,6,1,70000,50,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
1,505,65,1,2,2,1,2,2,2,0,1,5,3,4,3,5,3,3,0,3,19,1,0,4000,4,999,999,6,6,1,4000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
3,701,49,4,0,1,2,2,2,2,0,1,5,1,4,3,5,3,3,0,3,12,1,0,3000,4,999,999,3,6,2,3000,130,1,2,1,1,1000,1,0,0,1,0,1,5,"No"
1,607,76,1,0,1,2,2,2,2,0,2,1,1,4,2,5,2,2,68000,1,16,2,0,0,2,51,50,6,1,1,68000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
1,1104,82,4,0,1,2,2,2,2,0,1,3,1,4,3,5,3,3,0,1,24,1,0,182000,4,999,999,1,4,2,182000,138,1,2,3,1,1000,1,0,0,1,0,1,5,"No"
2,501,113,1,0,2,2,1,2,2,0,2,1,1,4,2,5,2,2,3000,1,20,2,0,0,2,142,32,6,1,1,3000,9,2,1,1,1,1000,1,0,0,1,0,1,1,"No"
3,613,100,4,0,2,2,1,1,2,0,1,2,1,4,2,5,2,2,0,1,21,1,0,0,1,148,999,6,3,2,7000,163,2,1,1,1,1000,1,0,0,1,0,1,5,"Yes"
2,403,34,1,0,1,2,1,2,2,0,2,1,1,4,1,1,2,3,6100,1,16,2,0,47000,2,88,190,2,1,1,53100,36,1,1,4,1,1000,1,0,0,1,0,1,1,"No"
1,703,94,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,16,1,0,150000,2,50,51,1,6,1,150000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"No"
3,602,65,1,0,1,2,2,1,2,0,1,5,1,4,3,5,3,3,0,1,13,2,0,5000,4,999,999,2,6,1,5000,25,1,1,2,6,4007,10,1,0,1,0,0,1,"No"
2,504,120,5,0,1,2,1,1,2,0,2,1,1,4,2,5,2,2,15400,1,16,1,0,0,1,50,999,6,1,2,15400,119,1,1,1,1,1000,1,0,0,1,0,1,5,"No"
2,507,21,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,3,16,1,0,500,4,999,999,1,6,1,500,25,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
2,806,154,5,0,1,2,2,2,2,0,1,1,3,4,2,1,2,1,0,1,21,2,0,110000,1,210,999,3,1,2,110000,303,1,2,4,1,1000,1,0,0,1,0,1,3,"No"
2,802,52,1,2,2,1,2,2,2,0,2,5,1,4,3,5,3,3,0,1,21,1,0,40000,2,46,50,1,6,1,40000,9,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
2,100,63,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,16,1,0,30000,1,925,999,1,1,1,30000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
1,904,18,1,0,2,2,1,2,2,0,2,1,3,4,3,5,3,3,0,1,16,2,13800,0,4,999,999,6,2,1,13800,25,2,1,4,1,1000,1,0,0,1,0,1,1,"Yes"
2,1103,201,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,16,2,0,56000,1,935,999,1,1,1,56000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
3,802,38,1,0,2,2,2,1,2,0,1,5,1,4,2,5,2,2,0,3,21,2,0,0,1,706,999,6,6,1,0,25,2,1,1,6,4000,5,1,0,1,0,0,1,"No"
1,1104,70,1,2,2,1,2,2,2,0,2,3,1,4,3,5,3,3,0,1,16,2,0,30000,4,999,999,1,4,1,30000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"No"
2,805,49,5,0,2,2,2,1,2,0,2,5,1,4,3,5,3,3,0,1,16,1,0,70000,1,50,999,1,6,2,70000,119,2,1,4,1,1000,1,0,0,1,0,1,5,"No"
2,603,68,4,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,3,21,1,0,75000,3,995,999,1,1,2,75000,332,1,2,3,8,8000,15,0,0,1,1,0,3,"No"
3,501,17,1,0,2,2,2,1,2,0,2,5,1,4,3,5,3,3,22000,1,17,1,0,40000,4,999,999,1,6,1,62000,23,2,1,3,1,1000,1,0,0,1,0,1,1,"No"
1,608,60,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,20,2,0,63000,1,51,999,1,1,1,63000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
2,803,25,1,0,1,2,2,2,2,0,2,5,3,4,3,5,3,3,0,1,21,2,0,85000,3,996,999,1,6,1,85000,24,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
2,906,54,1,0,2,2,1,2,2,0,2,5,1,4,2,5,2,2,4800,1,16,2,2000,0,2,50,939,6,6,1,6800,25,2,1,1,1,1000,1,0,0,1,0,1,1,"No"
2,611,215,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,1,0,100000,1,750,999,1,1,1,100000,25,1,2,1,6,4003,8,1,0,1,0,0,1,"No"
2,607,50,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,2,0,0,1,89,999,1,1,1,20000,36,1,2,1,1,1000,1,0,0,1,0,1,1,"No"
2,1004,69,1,0,2,2,2,1,2,0,2,1,1,4,3,5,3,3,0,1,19,2,0,3600,1,84,999,1,1,1,3600,25,2,1,2,1,1000,1,0,0,1,0,1,1,"No"
2,805,61,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,23,2,0,100000,2,50,935,1,6,1,100000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"No"
2,903,82,1,0,1,2,2,2,2,0,2,1,3,4,1,5,2,3,0,1,16,1,0,2000,1,87,999,2,1,1,2000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
3,1104,73,1,0,1,2,2,2,2,0,2,5,3,4,3,5,3,3,0,2,21,2,0,55000,2,22,84,1,6,1,55000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"No"
1,201,14,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,16,2,0,45000,4,999,999,1,1,1,45000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
3,601,33,1,0,1,2,2,2,2,0,2,5,1,4,2,5,2,2,0,3,13,1,0,5000,2,50,21,6,6,1,5000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
1,706,56,1,2,2,1,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,2,0,35000,4,999,999,1,1,1,35000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
1,201,17,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,16,2,0,52000,1,26,999,1,1,1,52000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"No"
2,601,59,1,0,2,2,1,2,2,0,2,1,1,4,2,5,2,2,0,1,22,2,13000,0,1,46,999,6,1,1,13000,25,2,1,4,1,1000,1,0,0,1,0,1,1,"No"
1,1003,102,4,2,1,1,1,2,2,0,1,1,1,4,3,5,2,3,0,1,22,2,3000,0,1,84,999,6,1,2,39000,129,1,1,2,1,1000,1,0,0,1,0,1,5,"No"
1,301,42,1,0,2,2,1,2,2,0,2,1,1,4,3,5,3,3,0,1,22,2,20000,45000,2,22,50,1,2,1,65000,4,2,1,3,1,1000,1,0,0,1,0,1,1,"No"
1,905,51,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,1,0,100000,4,999,999,1,1,1,100000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"No"
2,606,166,4,0,1,2,2,2,2,0,1,1,1,4,3,5,3,3,0,1,24,2,0,72000,1,603,999,1,1,2,72000,202,1,2,4,6,4016,10,1,0,1,0,0,4,"No"
1,606,62,1,0,1,2,2,2,2,0,2,5,3,4,3,5,3,3,0,1,21,2,0,19000,2,142,32,1,6,1,19000,21,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
1,805,62,1,0,1,2,2,2,2,0,2,3,1,4,3,5,3,3,0,1,21,2,0,98000,1,50,999,1,4,1,98000,36,1,2,1,1,1000,1,0,0,1,0,1,1,"No"
1,1103,49,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,2,0,90000,1,50,999,1,1,1,90000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
1,704,82,1,0,2,2,1,2,2,0,2,1,1,4,2,5,2,2,46900,1,20,1,33900,0,1,22,999,6,1,1,80800,25,2,1,2,1,1000,1,0,0,1,0,1,1,"No"
1,1004,60,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,3,16,2,0,0,4,999,999,6,6,1,0,36,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
2,701,73,1,2,2,1,1,2,2,0,2,1,1,4,2,5,2,2,0,1,16,2,15600,0,1,32,999,6,1,1,15600,25,1,1,1,1,1000,1,0,0,1,0,1,1,"No"
1,601,97,1,0,2,2,1,2,2,0,2,1,1,4,2,5,2,2,0,1,20,1,16800,500,1,939,999,6,1,1,17300,26,2,1,4,1,1000,1,0,0,1,0,1,1,"No"
1,402,156,1,0,2,2,2,1,2,0,2,5,1,4,3,5,3,3,0,1,18,2,0,26000,4,999,999,1,6,1,26000,25,2,1,2,1,1000,1,0,0,1,0,1,1,"No"
1,803,152,4,0,2,2,2,2,2,0,2,3,1,4,2,5,2,2,0,1,1,1,0,0,4,999,999,6,4,2,0,247,2,2,1,6,4014,9,1,0,1,0,0,4,"No"
2,802,20,1,0,1,2,2,2,2,0,2,5,3,4,3,5,3,3,0,3,16,2,0,7500,1,939,999,1,6,1,7500,34,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
1,301,33,4,0,1,2,2,2,2,0,1,5,3,4,3,5,3,3,0,2,18,2,0,250,4,999,999,6,6,2,250,210,1,2,2,6,4025,76,1,0,1,0,0,4,"No"
1,901,58,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,24,2,0,161000,2,32,142,1,1,1,161000,42,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
2,607,100,1,0,1,2,2,2,2,0,2,1,1,4,2,5,2,2,0,1,21,2,0,0,2,32,998,6,1,1,0,35,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
2,702,37,4,0,1,2,2,2,2,0,1,1,1,4,3,5,2,3,0,1,20,2,0,30000,2,200,84,1,1,2,30000,329,1,2,3,9,9000,29,0,0,2,1,1,3,"No"
1,1301,55,1,2,2,1,1,1,2,0,2,3,1,4,2,5,2,2,46000,1,21,2,4500,0,2,32,142,6,4,1,77300,39,1,1,3,1,1000,1,0,0,1,0,1,1,"No"
2,503,44,1,2,2,1,1,2,2,0,2,1,1,4,2,3,2,2,1000,1,21,2,12000,0,1,50,999,6,1,1,13000,36,1,1,2,1,1000,1,0,0,1,0,1,1,"No"
1,1201,43,4,0,2,2,1,2,2,0,2,1,1,4,3,5,3,3,0,1,22,1,0,101000,1,22,999,1,1,2,101000,138,2,1,4,1,1000,1,0,0,1,0,1,5,"No"
2,401,81,1,2,2,1,1,2,2,0,2,1,1,4,2,5,2,2,15600,1,19,2,24700,0,1,50,999,6,1,1,40300,25,1,1,1,1,1000,1,0,0,1,0,1,1,"No"
3,503,85,1,0,1,2,2,2,2,0,1,5,1,4,2,5,2,2,0,1,16,2,0,37000,1,939,999,1,6,1,37000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
2,1201,199,1,0,1,2,2,2,2,0,2,1,1,4,2,5,2,2,0,1,17,2,0,0,1,50,999,6,1,1,0,25,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
3,201,113,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,19,2,0,13000,1,935,999,1,6,1,13000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"No"
1,602,63,1,2,2,1,1,2,2,0,2,2,1,4,2,5,2,2,2500,1,21,2,1800,0,1,50,999,6,3,1,4300,25,1,1,3,1,1000,1,0,0,1,0,1,1,"Yes"
2,901,48,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,2,0,40000,2,50,82,1,1,1,40000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"No"
1,706,34,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,18,1,0,85000,4,999,999,1,1,1,85000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"No"
1,802,32,1,2,2,1,2,2,2,0,2,5,3,4,3,5,3,3,0,1,21,2,0,67000,1,22,999,1,6,1,67000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"No"
1,905,94,1,0,1,2,1,2,1,0,2,3,1,2,3,5,3,2,22800,1,16,1,2500,0,2,50,26,6,4,1,45300,25,1,1,2,1,1000,1,0,0,1,0,1,1,"No"
1,906,17,1,0,2,2,1,1,2,0,2,5,1,4,2,5,2,2,0,1,1,2,13200,0,1,998,999,6,6,1,13200,36,2,1,3,1,1000,1,0,0,1,0,1,1,"Yes"
3,805,147,1,0,2,2,2,1,2,0,2,5,1,4,2,1,2,1,0,1,20,1,0,300,1,902,999,1,6,1,9700,25,2,1,3,2,3000,2,0,1,1,0,0,1,"No"
3,1004,141,1,0,2,2,2,1,2,0,2,3,1,4,2,5,2,2,0,1,12,1,0,0,4,999,999,6,4,1,0,25,2,1,3,1,1000,1,0,0,1,0,1,1,"Yes"
1,1201,59,1,2,2,1,1,2,2,0,2,2,1,4,2,5,2,2,0,1,24,1,7200,0,1,142,999,6,3,1,30000,36,1,1,3,1,1000,1,0,0,1,0,1,1,"No"
1,505,65,1,0,2,2,1,1,2,0,1,1,3,4,3,5,3,3,0,1,16,1,24000,0,1,902,999,6,2,1,24000,25,2,1,4,2,3000,2,0,1,1,0,0,1,"Yes"
1,100,13,1,2,2,1,1,2,2,0,2,1,1,3,3,5,3,3,0,1,16,1,0,10000,1,32,999,1,1,1,10000,25,1,1,2,1,1000,1,0,0,1,0,1,1,"No"
1,506,21,1,0,2,2,1,2,2,0,2,2,3,4,3,5,3,3,12000,1,22,2,26700,0,3,996,999,6,3,1,38700,25,2,1,3,1,1000,1,0,0,1,0,1,1,"Yes"
3,608,140,1,0,1,2,2,2,2,0,2,5,1,4,2,5,2,2,0,2,12,1,0,0,1,46,999,1,6,1,0,25,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
2,605,123,1,0,2,2,2,1,2,0,2,5,1,4,3,5,3,3,0,1,16,1,0,32000,2,22,125,1,6,1,32000,39,2,1,1,1,1000,1,0,0,1,0,1,1,"No"
1,100,28,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,21,1,0,47000,1,51,999,1,6,1,47000,25,1,2,3,9,9000,17,0,0,2,0,1,1,"No"
1,906,52,1,0,1,2,2,2,2,0,2,5,1,4,2,5,2,2,29000,1,16,2,0,0,1,935,999,6,6,1,29000,23,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
1,401,87,1,0,2,2,1,1,2,0,2,3,1,4,2,5,2,2,0,1,21,2,0,0,2,142,50,6,4,1,2300,25,2,1,3,1,1000,1,0,0,1,0,1,1,"No"
1,201,12,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,20,1,0,100000,2,50,89,1,6,1,100000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
3,501,53,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,21,2,0,80000,2,50,935,1,6,1,80000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
2,1002,63,1,0,1,2,2,2,2,0,2,1,1,4,2,5,2,2,0,1,22,1,0,73000,1,148,999,1,1,1,73000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"No"
3,603,100,1,0,1,2,2,2,2,0,1,5,3,4,3,5,3,3,0,1,21,2,0,67000,1,785,999,1,6,1,67000,25,1,2,1,6,4014,9,1,0,1,0,0,1,"No"
1,606,3,1,0,2,2,1,2,2,0,2,2,1,4,3,5,3,3,0,1,10,1,0,0,4,999,999,6,3,1,0,25,2,1,2,1,1000,1,0,0,1,0,1,1,"No"
2,503,204,4,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,1,20000,25000,1,308,999,1,1,2,45000,333,1,2,2,2,3000,2,0,1,1,0,0,3,"No"
2,201,54,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,22,2,0,43000,2,22,89,1,1,1,43000,9,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
2,1102,94,1,0,2,2,2,1,2,0,2,5,3,4,3,5,3,3,0,1,16,1,0,30000,1,32,999,1,6,1,30000,25,2,1,3,1,1000,1,0,0,1,0,1,1,"No"
2,801,34,4,0,1,2,2,2,2,0,2,5,3,4,3,5,3,3,0,1,21,2,0,63000,1,706,999,1,6,2,63000,207,1,2,4,6,4000,5,1,0,1,0,0,4,"No"
3,806,54,4,0,2,2,1,1,2,0,2,1,1,4,2,5,2,2,0,1,15,2,0,0,1,234,999,6,1,2,10300,364,2,1,3,3,5021,3,0,0,1,0,0,3,"Yes"
3,1301,62,1,0,2,2,2,1,2,0,2,5,1,4,1,2,2,3,0,1,19,1,0,15000,2,22,89,2,6,1,15000,25,2,1,4,1,1000,1,0,0,1,0,1,1,"No"
