"SPORDER","PUMA","PWGTP","CIT","COW","GCL","HIMRKS","HINS1","HINS2","HINS3","HINS4","HINS6","INTP","JWTRNS","LANX","MAR","MARHM","MARHT","MARHW","MARHYP","MIG","MIL","NWAB","NWAV","NWLA","NWLK","RETP","SCH","SCHL","SEX","SSP","WAGP","WKHP","WKWN","WRK","ANC","ANC1P","ANC2P","ESR","INDP","MSP","NATIVITY","OC","OCCP","PERNP","PINCP","POBP","POVPIP","POWPUMA","POWSP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACASN","RACBLK","RACNUM","RACSOR","RACWHT","RC","WAOB","Class"
4,603,127,1,NA,NA,0,1,2,2,2,2,0,NA,2,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,2,11,2,0,0,NA,NA,NA,4,999,999,NA,NA,6,1,1,NA,NA,0,25,501,NA,NA,1,2,1,1,1000,1,0,0,1,0,1,1,1,"No"
3,1002,66,1,1,NA,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,16,1,0,40000,40,52,1,2,22,50,1,4771,6,1,0,9620,40000,40000,25,501,900,25,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
1,906,51,1,1,2,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,1,4,2,5,2,2,0,1,22,2,0,50000,40,52,1,2,26,142,1,770,6,1,0,5740,50000,50000,44,242,100,44,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
1,1301,67,1,NA,2,0,2,2,1,2,1,500,NA,2,1,2,3,2,1985,1,2,2,5,2,2,0,1,18,1,23000,0,NA,NA,2,2,88,22,6,NA,1,1,0,NA,0,71500,25,439,NA,NA,1,1,2,1,1000,1,0,0,1,0,1,0,1,"No"
2,501,61,1,1,NA,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,21,2,0,80000,40,52,1,4,999,999,1,7870,6,1,0,2330,80000,80000,25,501,500,25,1,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
3,602,79,1,1,NA,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,2,15,2,0,5500,25,24,NA,4,999,999,1,4470,6,1,0,9640,5500,5500,25,501,600,25,1,2,3,1,1000,1,0,0,1,0,1,0,1,"Yes"
1,1104,65,1,1,2,1,1,1,1,2,2,0,NA,2,1,2,1,2,1977,1,4,2,5,2,2,0,1,22,2,16800,45000,40,8,2,2,22,50,6,6881,1,1,0,710,45000,61800,34,501,NA,NA,1,1,2,1,1000,1,0,0,1,0,1,0,1,"No"
2,901,95,1,2,2,0,1,2,2,2,2,0,1,2,1,2,1,2,2021,1,4,3,5,3,3,0,1,15,2,0,48000,40,52,NA,4,999,999,1,8370,1,1,0,160,48000,48000,25,501,600,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
1,601,97,1,1,2,0,1,2,1,2,2,0,1,2,1,2,1,2,1988,1,4,3,5,3,3,0,1,21,2,10500,10500,6,42,1,2,68,50,1,7890,1,1,0,2360,10500,21000,25,501,500,25,1,1,1,1,1000,1,0,0,1,0,1,0,1,"No"
2,403,76,1,3,2,0,1,2,2,2,2,0,1,2,1,2,2,2,2010,1,4,3,5,3,3,0,1,16,2,0,54000,40,52,1,2,84,425,1,7860,1,1,0,4200,54000,54000,25,501,400,25,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
1,201,18,1,2,2,2,1,1,1,2,2,5300,NA,2,1,2,2,2,1984,1,4,2,5,2,2,5300,1,21,2,15900,0,NA,NA,2,3,996,999,6,7390,1,1,0,710,0,26500,6,431,NA,NA,1,1,4,1,1000,1,0,0,1,0,1,0,1,"No"
1,606,46,5,6,2,2,2,1,2,2,2,0,1,1,1,2,1,2,1994,1,4,3,5,3,3,0,1,21,1,0,0,60,52,1,1,233,999,1,4585,1,2,0,10,423000,423000,363,501,500,25,1,2,3,1,1000,1,0,0,1,0,1,0,3,"No"
1,706,54,1,1,2,0,1,2,2,2,2,0,NA,2,1,2,1,2,2010,1,4,2,1,2,1,0,1,18,1,0,80000,40,52,2,1,50,999,3,4871,1,1,0,520,80000,80000,36,438,NA,NA,1,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
2,802,125,1,2,2,0,1,2,2,2,2,0,9,2,1,2,1,2,2009,3,4,3,5,3,3,0,1,21,2,0,80000,32,52,NA,4,999,999,1,8191,1,1,0,2825,80000,80000,8,501,800,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
2,705,70,4,6,2,0,1,2,2,2,2,0,1,1,1,2,1,2,2007,1,4,3,5,3,3,0,1,7,2,0,4000,5,30,NA,4,999,999,1,8990,1,2,0,4521,10000,10000,312,172,700,25,1,2,4,8,8000,15,0,0,1,1,0,0,3,"No"
1,501,54,1,1,2,0,1,2,2,2,2,0,1,2,1,2,1,2,1986,1,4,3,5,3,3,0,1,16,1,0,89000,40,52,1,2,50,22,1,770,1,1,0,6442,89000,89000,25,449,500,25,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
1,100,67,1,6,2,1,2,1,2,1,2,2000,1,2,3,2,1,2,1989,1,4,3,5,3,3,0,1,20,1,0,40000,35,48,1,1,87,999,1,770,4,1,0,6200,66000,68000,36,446,100,25,1,1,3,1,1000,1,0,0,1,0,1,0,1,"No"
1,1001,114,1,1,2,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,3,4,3,5,3,3,0,1,16,2,0,43000,40,52,NA,4,999,999,1,7480,6,1,0,3424,43000,43000,44,278,100,44,1,2,4,1,1000,1,0,0,1,0,1,0,1,"Yes"
2,906,65,1,1,2,0,1,2,2,2,2,0,1,2,1,2,1,2,2020,1,4,3,5,3,3,0,1,24,1,0,88000,40,52,1,2,84,26,1,7460,1,1,0,1610,88000,88000,44,501,600,25,1,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
6,610,258,4,1,2,0,1,2,2,2,2,0,1,1,1,2,1,2,2007,1,4,3,5,3,3,0,1,16,1,0,34000,40,52,NA,4,999,999,1,1691,2,2,0,8320,34000,34000,312,416,600,25,1,2,2,8,8000,15,0,0,1,1,0,0,3,"No"
1,506,92,1,NA,2,2,2,1,1,2,2,0,NA,2,1,2,1,2,1982,1,4,3,5,3,3,7200,1,20,2,19800,0,NA,NA,NA,1,50,999,6,NA,1,1,0,NA,0,27000,25,362,NA,NA,1,1,2,1,1000,1,0,0,1,0,1,0,1,"No"
1,904,83,1,2,2,0,1,2,2,2,2,0,1,2,1,2,1,2,2004,1,4,3,5,3,3,0,1,21,2,0,100000,24,52,1,2,142,50,1,8191,1,1,0,3255,100000,100000,25,501,800,25,1,2,2,1,1000,1,0,0,1,0,1,0,1,"No"
1,603,93,1,1,2,0,1,2,2,2,2,0,11,2,1,2,1,2,2008,1,4,3,5,3,3,0,1,22,2,0,135000,40,52,1,2,50,51,1,2190,1,1,0,845,135000,135000,25,501,600,25,1,2,2,1,1000,1,0,0,1,0,1,0,1,"No"
1,1201,82,1,NA,2,0,1,2,1,2,2,18600,NA,2,1,2,1,2,1982,1,4,3,5,3,2,1600,1,16,1,34800,0,NA,NA,NA,1,50,999,6,NA,1,1,0,NA,0,55000,11,501,NA,NA,1,1,2,1,1000,1,0,0,1,0,1,0,1,"No"
1,611,31,5,2,NA,2,2,1,2,2,2,0,10,1,5,NA,NA,NA,NA,1,4,3,5,3,3,0,3,19,2,0,6500,25,30,1,1,170,999,1,7870,6,2,NA,2545,6500,6500,161,NA,600,25,1,2,2,1,1000,1,0,0,1,0,1,NA,4,"No"
1,100,40,1,NA,2,2,1,1,1,2,2,2000,NA,2,1,2,1,2,1979,1,4,2,5,2,2,0,1,19,1,18600,0,NA,NA,2,1,50,999,6,NA,1,1,0,NA,0,20600,25,387,NA,NA,1,1,4,1,1000,1,0,0,1,0,1,0,1,"No"
1,906,97,1,2,2,0,1,2,2,2,2,500,1,2,1,2,1,2,2013,1,4,3,5,3,3,0,1,21,1,0,131000,45,52,1,2,32,50,1,7280,1,1,0,120,131000,131500,34,501,100,44,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
1,607,63,4,1,2,0,1,2,2,2,2,11000,1,1,1,2,1,2,2006,1,4,3,5,3,3,0,1,22,1,0,190000,40,52,1,1,706,999,1,3390,1,2,0,1530,190000,201000,240,501,600,25,1,2,1,6,4005,10,1,0,1,0,0,0,4,"No"
1,611,67,1,2,NA,0,1,2,2,2,2,0,10,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,3,23,2,0,51000,40,52,1,1,195,995,1,7870,6,1,NA,1108,51000,51000,25,NA,600,25,1,2,3,1,1000,1,0,0,1,0,1,NA,1,"No"
2,403,102,1,3,2,2,1,1,2,2,2,0,1,1,1,2,1,2,1996,1,4,3,5,3,3,0,1,21,2,0,45000,36,52,1,1,84,999,1,7860,1,1,0,2330,45000,45000,25,501,400,25,1,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
3,604,213,5,6,2,1,2,1,2,2,2,0,1,1,5,NA,NA,NA,NA,1,2,3,5,3,3,0,3,16,1,0,0,60,52,NA,4,999,999,1,8680,6,2,0,4000,30000,30000,362,192,600,25,1,2,3,1,1000,1,0,0,1,0,1,0,3,"No"
1,904,57,1,1,2,0,2,2,2,1,2,0,NA,2,1,2,1,2,2016,1,4,2,5,2,2,0,1,22,1,0,0,NA,NA,2,2,51,142,6,5071,1,1,0,4700,0,0,25,134,NA,NA,2,1,3,1,1000,1,0,0,1,0,1,0,1,"Yes"
2,1201,57,1,NA,2,2,2,1,1,2,2,50,NA,1,1,2,1,2,1963,3,2,2,5,2,2,54000,1,21,1,1400,0,NA,NA,2,1,431,999,6,NA,1,1,0,NA,0,85450,25,501,NA,NA,1,1,3,1,1000,1,0,0,1,0,1,0,1,"No"
1,1301,117,1,2,2,0,1,2,1,2,2,10,11,2,1,2,1,2,1978,1,4,3,5,3,3,0,1,19,1,35000,100000,40,52,1,1,50,999,1,6881,1,1,0,120,100000,135010,36,501,1290,25,1,1,2,1,1000,1,0,0,1,0,1,0,1,"No"
1,611,82,1,NA,2,2,2,1,1,1,2,0,NA,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,3,22,2,14200,0,NA,NA,NA,4,999,999,6,NA,6,1,0,NA,0,14200,25,98,NA,NA,1,1,1,1,1000,1,0,0,1,0,1,0,1,"No"
1,1102,300,4,1,2,0,1,2,2,2,2,0,1,1,1,2,2,2,2015,1,4,3,5,3,3,0,2,19,1,0,275000,80,52,1,1,566,999,1,8370,1,2,0,2360,275000,275000,447,501,900,25,1,2,4,2,3000,2,0,1,1,0,0,0,6,"No"
3,503,64,1,1,NA,0,1,2,2,2,2,0,NA,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,2,21,1,0,7200,80,12,NA,1,939,999,6,4971,6,1,0,4030,7200,7200,25,501,NA,NA,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
2,1004,120,1,1,2,0,1,2,2,2,2,0,1,2,1,2,2,2,2020,1,2,3,5,3,3,0,1,20,1,0,141000,50,52,NA,4,999,999,1,4170,1,1,0,7340,141000,141000,25,501,1000,25,1,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
2,1104,55,1,4,2,0,2,2,2,1,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,2,0,3,19,2,0,18500,45,52,1,1,50,999,1,7860,6,1,0,2320,18500,18500,25,120,1100,25,2,1,3,1,1000,1,0,0,1,0,1,0,1,"No"
1,612,53,1,NA,2,2,2,1,1,2,2,0,NA,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,16,1,19000,0,NA,NA,NA,1,11,999,6,NA,6,1,NA,NA,0,19000,25,NA,NA,NA,1,1,1,1,1000,1,0,0,1,0,1,NA,1,"Yes"
1,801,80,1,NA,NA,0,1,2,2,2,2,0,NA,2,5,NA,NA,NA,NA,3,4,2,5,2,2,0,3,19,2,0,0,NA,NA,2,2,50,32,6,NA,6,1,NA,NA,0,0,39,NA,NA,NA,1,2,2,1,1000,1,0,0,1,0,1,NA,1,"No"
5,1004,26,1,NA,2,0,1,2,2,2,2,0,NA,1,5,NA,NA,NA,NA,1,4,3,5,2,2,0,2,13,1,0,0,NA,NA,2,3,996,999,6,NA,6,1,0,NA,0,0,8,473,NA,NA,1,2,2,6,4014,9,1,0,1,0,0,0,1,"No"
2,1101,241,5,NA,2,0,2,2,1,2,2,30000,NA,1,2,2,1,2,1996,1,4,3,5,3,3,70000,1,21,2,0,0,NA,NA,NA,4,999,999,6,NA,3,2,0,NA,0,100000,407,501,NA,NA,2,1,3,2,3000,2,0,1,1,0,0,0,6,"No"
2,502,51,1,NA,2,0,1,2,1,2,1,250,NA,2,1,2,1,2,1971,1,2,2,5,2,2,2500,1,17,1,15700,0,NA,NA,2,2,26,51,6,NA,1,1,0,NA,0,20450,25,326,NA,NA,1,1,1,1,1000,1,0,0,1,0,1,0,1,"No"
1,901,110,1,3,2,2,2,1,1,2,2,0,NA,2,5,NA,NA,NA,NA,1,4,2,3,2,2,0,1,21,2,29000,0,NA,NA,2,1,50,999,6,7860,6,1,0,5740,0,29000,25,201,NA,NA,1,1,3,1,1000,1,0,0,1,0,1,0,1,"No"
2,1102,64,1,1,2,0,1,2,2,2,2,0,1,2,1,2,1,2,2004,1,4,3,5,3,3,0,1,18,1,0,50000,40,52,1,2,50,22,1,6390,1,1,0,9620,50000,50000,25,501,1100,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
1,706,206,1,1,NA,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,3,4,3,5,3,3,0,1,21,2,0,75000,36,47,1,2,50,32,1,8191,6,1,0,3255,75000,75000,25,482,700,25,1,2,2,1,1000,1,0,0,1,0,1,0,1,"No"
1,1003,60,1,1,2,0,1,2,2,2,2,0,NA,2,1,2,2,2,1997,1,4,2,5,2,2,60000,1,19,2,0,0,NA,NA,2,2,84,26,6,6680,1,1,0,5740,0,60000,6,501,NA,NA,1,2,2,1,1000,1,0,0,1,0,1,0,1,"No"
2,503,55,5,1,2,0,1,2,2,2,2,0,11,1,1,2,1,2,2006,3,4,3,5,3,3,0,1,22,2,0,70000,40,52,1,1,615,999,1,7790,1,2,0,1240,70000,70000,210,501,500,25,1,2,3,6,4015,4,1,0,1,0,0,0,4,"No"
1,705,16,1,NA,2,0,2,2,2,1,2,0,NA,2,5,NA,NA,NA,NA,1,4,2,5,2,2,0,1,15,2,0,0,NA,NA,2,4,999,999,6,NA,6,1,NA,NA,0,6000,25,38,NA,NA,2,1,3,2,3000,2,0,1,1,0,0,NA,1,"No"
1,1201,55,1,NA,2,2,2,1,1,2,2,0,NA,2,1,2,1,2,1998,1,4,3,5,2,2,4000,1,22,1,33000,0,NA,NA,2,2,32,50,6,NA,1,1,0,NA,0,37000,34,205,NA,NA,1,1,2,1,1000,1,0,0,1,0,1,0,1,"Yes"
5,804,40,2,NA,NA,0,1,2,2,2,2,0,NA,2,5,NA,NA,NA,NA,3,4,3,5,3,3,0,2,14,1,0,0,NA,NA,NA,4,999,999,6,NA,6,1,0,NA,0,4000,78,231,NA,NA,1,2,3,2,3000,2,0,1,1,0,0,0,2,"No"
2,906,35,1,1,NA,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,17,1,0,40000,40,52,1,2,291,32,1,770,6,1,0,6355,40000,40000,25,467,600,25,1,2,3,9,9000,29,0,0,2,1,1,0,1,"No"
1,502,73,1,NA,2,0,2,2,2,1,2,0,NA,2,5,NA,NA,NA,NA,3,4,3,5,3,3,0,1,10,1,0,0,NA,NA,NA,4,999,999,6,NA,6,1,NA,NA,0,0,36,NA,NA,NA,2,1,3,1,1000,1,0,0,1,0,1,NA,1,"No"
1,1201,107,1,1,2,2,1,1,2,2,2,0,NA,2,1,2,1,2,1987,1,4,2,1,2,1,0,1,21,1,0,76000,40,41,2,1,50,999,3,1990,1,1,0,4840,76000,76000,25,491,NA,NA,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
4,806,53,4,1,NA,0,2,2,2,2,2,0,3,1,5,NA,NA,NA,NA,1,4,2,1,2,2,0,3,16,1,0,2800,16,20,1,1,522,999,1,5276,6,2,0,4965,2800,2800,416,339,600,25,2,2,4,2,3000,2,0,1,1,0,0,0,6,"No"
3,904,82,1,1,2,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,16,1,0,40000,40,52,1,1,939,999,1,8660,6,1,0,8610,40000,40000,25,481,800,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
2,1201,62,1,1,2,0,1,2,2,2,2,0,11,2,1,2,2,2,2021,1,4,3,5,3,3,0,1,21,2,0,90000,40,52,1,1,51,999,1,3960,1,1,0,5140,90000,90000,25,501,1290,25,1,2,2,1,1000,1,0,0,1,0,1,0,1,"No"
1,301,50,1,2,NA,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,3,4,3,5,3,3,0,3,18,2,0,6800,12,52,1,2,32,142,1,7870,6,1,NA,4435,7050,7050,6,NA,290,25,1,2,3,1,1000,1,0,0,1,0,1,NA,1,"No"
1,506,59,1,1,2,0,1,2,2,2,2,0,1,2,1,2,1,2,1986,3,4,2,5,2,2,0,1,20,1,0,95000,40,52,1,4,999,999,1,770,1,1,0,6355,95000,95000,25,501,600,25,1,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
1,903,110,1,2,2,0,1,2,2,2,2,0,3,2,1,2,1,2,2005,1,4,3,5,3,3,0,1,22,2,0,75000,30,52,1,1,935,999,1,7970,1,1,0,3160,75000,75000,23,490,800,25,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
2,704,183,4,1,2,0,1,2,2,2,2,0,1,1,1,2,2,2,2007,1,4,3,1,3,2,0,1,16,1,0,40000,36,52,1,4,999,999,1,5171,1,2,0,9600,40000,40000,206,219,700,25,1,2,2,6,4007,10,1,0,1,0,0,0,4,"No"
1,606,93,1,1,2,0,1,2,2,2,2,4000,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,20,1,0,80000,45,52,1,2,50,935,1,4881,6,1,0,2640,80000,84000,25,501,600,25,1,2,2,1,1000,1,0,0,1,0,1,0,1,"No"
2,1301,173,1,3,2,0,1,2,2,2,2,0,NA,2,1,2,2,2,1995,1,4,2,5,2,2,0,1,22,1,0,140000,40,52,2,1,939,999,6,9470,1,1,0,3710,140000,140000,25,501,NA,NA,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
2,704,82,1,1,2,0,1,2,2,2,2,0,1,2,1,2,2,2,2001,1,4,3,5,3,3,0,1,19,2,0,25000,30,52,1,1,50,999,1,8590,1,1,0,4110,25000,25000,25,501,700,25,1,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
1,606,92,1,1,2,0,1,2,1,2,2,1000,NA,2,3,2,1,2,1983,1,4,2,5,2,2,30000,1,22,2,0,3500,25,10,2,2,50,84,6,7460,4,1,0,1860,3500,34500,9,238,NA,NA,1,1,4,1,1000,1,0,0,1,0,1,0,1,"No"
1,301,107,1,6,2,2,2,1,2,2,2,0,11,2,1,2,1,2,2011,1,4,3,5,3,3,0,1,22,2,0,0,40,52,1,2,32,998,1,7890,1,1,0,2360,22300,22300,36,359,290,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
1,504,44,1,1,2,0,2,2,1,1,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,12,1,0,20000,40,52,NA,4,999,999,1,8680,6,1,0,4220,20000,20000,6,141,500,25,2,1,2,8,8000,15,0,0,1,1,0,0,1,"No"
4,1004,128,1,1,NA,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,2,19,1,0,34000,40,52,1,2,84,50,1,3470,6,1,0,8740,34000,34000,25,501,1000,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
3,608,77,1,1,NA,0,2,2,2,2,2,0,NA,2,5,NA,NA,NA,NA,1,4,2,5,2,2,0,1,16,1,0,0,NA,NA,2,2,50,22,6,4971,6,1,0,9620,0,0,25,214,NA,NA,2,2,2,1,1000,1,0,0,1,0,1,0,1,"No"
1,802,37,1,6,2,0,1,2,2,2,2,0,11,2,4,2,1,2,2004,1,4,3,5,3,3,0,1,21,2,0,0,30,52,1,2,50,26,1,7290,5,1,0,1305,60000,60000,33,384,800,25,1,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
1,506,50,1,1,2,0,1,2,2,2,2,0,NA,2,1,2,2,2,2019,1,4,1,2,2,2,3500,1,16,1,0,38500,20,52,1,2,935,920,2,770,1,1,0,6305,38500,42000,25,456,NA,NA,1,2,4,9,9000,17,0,0,2,0,1,0,1,"No"
2,602,191,1,1,2,0,1,2,2,2,2,0,1,2,1,2,1,2,2014,3,4,3,5,3,3,0,1,19,1,0,90000,50,52,1,2,22,94,1,6380,1,1,0,5610,90000,90000,25,458,600,25,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
4,1104,112,1,3,NA,0,1,2,2,2,2,0,1,2,1,2,1,2,2021,3,4,3,5,3,3,0,1,21,2,0,55000,40,52,1,1,51,999,1,7860,2,1,0,2310,55000,55000,25,501,1000,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
2,505,97,1,1,NA,0,1,2,2,2,2,0,1,1,5,NA,NA,NA,NA,3,4,3,5,3,3,0,1,20,1,0,40000,40,52,1,1,82,999,1,8680,6,1,0,4000,40000,40000,25,258,500,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
1,401,97,1,4,2,0,1,2,2,2,2,0,1,2,1,2,2,2,2012,1,4,3,5,3,3,0,1,22,2,0,53000,40,52,1,2,50,26,1,9470,1,1,0,2016,53000,53000,25,501,400,25,1,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
4,1101,134,4,1,2,0,2,2,2,1,2,0,1,1,1,2,1,2,2016,1,4,3,5,3,3,0,1,15,2,0,85000,55,52,NA,4,999,999,1,3570,2,2,0,20,85000,85000,332,501,1100,25,2,1,4,2,3000,2,0,1,1,0,0,0,3,"No"
2,1002,112,1,6,2,0,2,2,1,2,2,0,1,2,1,2,2,2,1981,1,2,3,5,3,3,0,1,16,1,20400,0,40,52,1,2,22,32,1,770,1,1,0,102,31800,52200,25,347,1000,25,2,1,2,1,1000,1,0,0,1,0,1,0,1,"No"
2,805,51,1,2,2,0,1,2,2,2,2,0,11,2,1,2,1,2,1999,1,4,3,5,3,3,0,1,22,2,0,79000,40,52,1,2,88,77,1,8191,1,1,0,2014,79000,79000,36,501,800,25,1,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
1,612,49,4,2,2,0,1,2,2,2,2,0,2,1,1,2,1,2,2009,1,4,3,5,3,3,0,1,23,2,0,170000,40,52,1,1,706,999,1,7970,1,2,0,3090,170000,170000,207,501,800,25,1,2,2,6,4000,5,1,0,1,0,0,0,4,"No"
1,806,59,1,1,2,0,1,2,2,2,2,0,11,2,1,2,1,2,2008,1,4,3,5,3,3,0,1,23,2,0,157000,40,52,1,1,51,999,1,7470,1,1,0,440,157000,157000,34,501,800,25,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
4,905,49,1,NA,1,0,2,2,1,1,2,0,NA,1,3,2,1,2,1979,1,4,2,5,2,2,0,1,1,2,0,0,NA,NA,2,1,902,999,6,NA,4,1,0,NA,0,0,25,501,NA,NA,2,1,4,2,3000,2,0,1,1,0,0,0,1,"Yes"
1,806,33,1,1,2,0,2,2,2,1,2,0,1,1,1,2,1,2,2016,1,4,3,5,3,3,0,1,18,2,0,45000,38,52,NA,4,999,999,1,8290,1,1,0,3603,45000,45000,25,501,800,25,2,1,1,8,8000,15,0,0,1,1,0,0,1,"No"
2,703,108,1,5,2,0,1,2,2,2,2,0,1,2,1,2,3,2,2012,1,2,3,5,3,3,40000,1,18,1,0,60000,40,52,1,1,84,999,1,9590,1,1,0,530,60000,125000,25,501,800,25,1,2,2,1,1000,1,0,0,1,0,1,0,1,"No"
3,804,78,1,NA,NA,0,2,2,2,1,2,0,NA,1,5,NA,NA,NA,NA,1,NA,2,5,2,2,0,2,13,1,0,0,NA,NA,2,1,510,999,6,NA,6,1,1,NA,0,0,25,53,NA,NA,2,1,2,8,8000,15,0,0,1,1,0,1,1,"No"
1,100,176,4,NA,2,0,2,2,1,2,2,0,NA,2,2,2,1,2,1962,1,4,2,5,2,2,0,1,19,2,19000,0,NA,NA,2,1,785,999,6,NA,3,2,0,NA,0,20600,138,143,NA,NA,2,1,3,1,1000,1,0,0,1,0,1,0,5,"No"
1,611,252,1,1,NA,0,1,2,2,2,2,0,5,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,21,1,0,70000,50,52,1,2,22,32,1,6991,6,1,0,860,70000,70000,25,442,800,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
2,1301,177,5,1,2,0,1,2,2,2,2,0,1,1,1,2,1,2,2014,1,4,3,5,3,3,0,1,24,1,0,90000,40,52,1,1,21,999,1,7870,1,2,0,2205,90000,90000,126,501,600,25,1,2,4,1,1000,1,0,0,1,0,1,0,5,"No"
1,1002,76,1,4,NA,0,1,2,2,2,2,0,10,2,5,NA,NA,NA,NA,1,4,2,5,2,2,0,2,18,2,0,1000,12,52,1,2,51,32,1,8270,6,1,NA,3430,1000,1000,25,NA,1000,25,1,2,3,1,1000,1,0,0,1,0,1,NA,1,"No"
3,604,61,1,3,NA,0,1,2,2,2,2,0,NA,2,5,NA,NA,NA,NA,1,NA,2,5,2,2,0,2,13,1,0,4000,35,12,2,2,88,51,6,8590,6,1,1,4720,4000,4000,25,501,NA,NA,1,2,3,1,1000,1,0,0,1,0,1,1,1,"No"
1,703,59,1,5,2,0,2,2,1,2,1,0,NA,2,1,2,2,2,2013,1,2,2,5,2,2,65000,1,22,1,35000,100000,40,16,2,1,142,999,6,9590,1,1,0,440,100000,202000,9,501,NA,NA,1,1,2,1,1000,1,0,0,1,0,1,0,1,"No"
1,612,28,1,6,2,2,2,1,1,2,2,40000,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,15100,1,21,2,9800,0,2,15,1,2,32,998,1,7490,6,1,0,2910,2500,67400,9,463,600,25,1,1,2,1,1000,1,0,0,1,0,1,0,1,"No"
2,906,54,1,NA,2,2,2,1,1,2,1,72000,NA,2,1,2,1,2,1970,1,2,2,5,2,2,0,1,21,1,38500,0,NA,NA,2,1,924,999,6,NA,1,1,0,NA,0,110500,19,501,NA,NA,1,1,4,1,1000,1,0,0,1,0,1,0,1,"No"
1,801,113,1,3,2,0,1,2,2,1,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,20,2,0,74000,60,52,1,2,919,308,1,7860,6,1,0,2545,74000,74000,25,479,800,25,1,1,2,2,3000,2,0,1,1,0,0,0,1,"No"
1,806,304,1,1,2,0,2,2,2,2,2,0,10,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,16,1,0,195000,39,52,1,1,32,999,1,8590,6,1,0,3930,195000,195000,25,501,800,25,2,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
2,610,79,1,6,2,0,2,2,2,2,2,0,NA,2,1,2,1,2,2010,1,4,3,5,3,3,0,1,19,2,0,0,NA,NA,NA,4,999,999,6,8990,1,1,0,4655,0,0,12,501,NA,NA,2,2,2,1,1000,1,0,0,1,0,1,0,1,"No"
1,606,53,2,1,2,0,1,2,2,2,2,0,11,1,1,2,1,2,1994,1,4,3,5,3,3,0,1,20,1,0,110000,50,52,1,1,91,999,1,5081,1,1,0,4010,110000,110000,72,501,600,25,1,2,2,9,9000,29,0,0,2,1,1,0,2,"No"
